query_id,query,group,model,rank,product_id,title,category,source,label,notes
q009,ba lô đi học,B,pretrained,5,13715011,"Túi xách vai Jacquard thêu mới mùa xuân dung lượng lớn (Mẫu ngẫu nhiên) Túi học sinh, Túi sách, Dung tích lớn, Phong cách cổ điển casual, Dễ mang, Phù hợp cho các cô gái tuổi teen, phụ nữ sinh viên đại học, nhân viên văn phòng, Hoàn hảo cho trở lại trường, ngày đầu tiên đi học, đại học, công việc, kinh doanh, đi lại, mua sắm",Túi & Đồ dùng > Túi nữ > Túi tote nữ,shein,,
q010,máy sấy tóc,B,pretrained,1,39985381,"Cọ xoay uốn tóc 1.5 inch, Đôi PTC, Cọ nhiệt tourmaline ion, 3 trong 1, Đa điện áp cho tóc dài và trung bình, 3 mức nhiệt, Đun nhanh 30s",Sắc đẹp & Sức khỏe > Thiết bị chăm sóc cá nhân > Thiết bị tạo kiểu tóc > Kẹp uốn & que uốn,shein,,
q010,máy sấy tóc,B,pretrained,2,27865900,Joico K-Pak Shampoo Dưỡng Tóc Hư Hỏng Cho Cả Nam và Nữ - 33.8 Oz,Sắc đẹp & Sức khỏe > Chăm sóc cá nhân > Chăm sóc và tạo kiểu tóc > Dầu gội & Dầu xả,shein,,
q010,máy sấy tóc,B,pretrained,3,40116507,"Dây tóc tổng hợp 22 inch dạng lọn xoăn dài, kẹp tóc đuôi ngựa có thể quấn tóc mở rộng (đen+xanh) - Sợi chịu nhiệt",Sắc đẹp & Sức khỏe > Tóc giả & Phụ kiện > Tóc giả tổng hợp > Phụ kiện mở rộng tổng hợp,shein,,
q010,máy sấy tóc,B,pretrained,4,B006L6A06Q,"TONI & GUY Cleanse Shampoo cho tóc hư tổn, 250ml",Sắc đẹp > Salon nữ > Chăm sóc tóc > Làm sạch,amazon,,
q010,máy sấy tóc,B,pretrained,5,38807272,"Kẹp tóc nhựa PC phẳng mới, móc cho kiểu tóc nửa búi, búi",Phụ kiện thời trang > Phụ kiện nữ > Phụ kiện tóc nữ > Kẹp tóc,shein,,
q011,áo size XL,C,pretrained,1,B0B1HX1F7G,"Billabong Nam Standard 73 Pro Boardshort, 4-Way Performance Stretch, 20 Inch Đường Ngoài","Quần áo, Giày & Trang sức > Nam > Quần áo > Bơi > Board Shorts",amazon,,
q011,áo size XL,C,pretrained,2,B09JJ1NK1M,"RUVANTI Ga trải giường Full Size - Bộ 4 chiếc sang trọng, thoáng mát, phù hợp mọi mùa, túi sâu 15 inch, họa tiết hoa hồng và trắng",Nhà & Đồ gia dụng > Đồ ngủ > Ga trải giường & Vỏ gối > Bộ ga trải giường & Vỏ gối,amazon,,
q011,áo size XL,C,pretrained,3,B00J65R5Q2,CLASSROOM Đồng phục bé trai áo polo ngắn tay Interlock,"Quần áo, Giày dép & Trang sức > Bé trai > Đồng phục học sinh > Quần áo > Áo",amazon,,
q011,áo size XL,C,pretrained,4,B07QCCGWGS,Extra Deep Pocket Fitted Sheet - Đệm một chiếc - Pocket sâu cực sâu cho drap giường Queen Size - Phù hợp với nệm 18 24 inch - Đệm fitted Queen sâu thực sự vừa,Nhà & Nhà bếp > Đồ giường > Ga trải giường & Vỏ gối > Ga trải giường fitted,amazon,,
q011,áo size XL,C,pretrained,5,41012321,"JENNIFER Tóc giả xoăn dài 24 inch lớp tự nhiên có viền, thiết kế đặc biệt cho cô gái, phù hợp cho phụ nữ trong lễ hội, cosplay, tiệc bạn bè, mặc hàng ngày",Sắc đẹp & Sức khỏe > Tóc giả & Phụ kiện > Tóc giả tổng hợp > Tóc giả dệt tổng hợp,shein,,
q012,dầu dưỡng tóc 250ml,C,pretrained,1,39985381,"Cọ xoay uốn tóc 1.5 inch, Đôi PTC, Cọ nhiệt tourmaline ion, 3 trong 1, Đa điện áp cho tóc dài và trung bình, 3 mức nhiệt, Đun nhanh 30s",Sắc đẹp & Sức khỏe > Thiết bị chăm sóc cá nhân > Thiết bị tạo kiểu tóc > Kẹp uốn & que uốn,shein,,
q012,dầu dưỡng tóc 250ml,C,pretrained,2,27865900,Joico K-Pak Shampoo Dưỡng Tóc Hư Hỏng Cho Cả Nam và Nữ - 33.8 Oz,Sắc đẹp & Sức khỏe > Chăm sóc cá nhân > Chăm sóc và tạo kiểu tóc > Dầu gội & Dầu xả,shein,,
q012,dầu dưỡng tóc 250ml,C,pretrained,3,41117939,Dây nối tóc dạng băng Synthetic Hair 24 inch 10 chiếc 55g/Pack Tóc thẳng Chất lượng cao Synthetic Extensions,Sắc đẹp & Sức khỏe > Tóc giả & Phụ kiện > Tóc giả tổng hợp > Dây nối tổng hợp,shein,,
q012,dầu dưỡng tóc 250ml,C,pretrained,4,40116507,"Dây tóc tổng hợp 22 inch dạng lọn xoăn dài, kẹp tóc đuôi ngựa có thể quấn tóc mở rộng (đen+xanh) - Sợi chịu nhiệt",Sắc đẹp & Sức khỏe > Tóc giả & Phụ kiện > Tóc giả tổng hợp > Phụ kiện mở rộng tổng hợp,shein,,
q012,dầu dưỡng tóc 250ml,C,pretrained,5,39823038,"Tóc giả ponytail nữ hàng ngày tự nhiên 32 inch màu nâu gradient chịu nhiệt cao, bám chắc, sóng nước",Sắc đẹp & Sức khỏe > Tóc giả & Phụ kiện > Tóc giả tổng hợp > Tóc giả mở rộng tổng hợp,shein,,
q013,giày size 42 nam,C,pretrained,1,B079YW5RT8,SOLE Active Medium Wide Shoe Insoles - Size Nam 8 / Size Nữ 10,Sức khỏe & Gia đình > Chăm sóc sức khỏe > Sức khỏe bàn chân > Đệm & Lót giày > Lót giày,amazon,,
q013,giày size 42 nam,C,pretrained,2,41375404,Booties Gót Nhỏ Nữ Điểm Mũi Nhọn Gót Thấp Stiletto Dây Khóa Bên Cạnh Giày Bốt Đùi Cao,Giày > Giày Nữ > Giày Bốt Thời Trang Nữ > Giày Bốt Đùi Cao Nữ,shein,,
q013,giày size 42 nam,C,pretrained,3,B094C1J77Y,Dr. Scholl's Shoes Nữ Whoa Loafer,"Quần áo, Giày & Trang sức > Nữ > Giày > Loafer & Slip-Ons",amazon,,
q013,giày size 42 nam,C,pretrained,4,B07DX86321,ASICS Nữ Gel-Cumulus 20 Giày chạy bộ,"Quần áo, Giày & Trang sức > Nữ > Giày > Thể thao > Chạy bộ > Đường phố",amazon,,
q013,giày size 42 nam,C,pretrained,5,B08PK9XYZJ,K-Swiss Nam ST329 CMF Giày sneaker,"Quần áo, Giày dép & Trang sức > Nam > Giày > Giày sneaker thời trang",amazon,,
q014,ốp lưng màu hồng,C,pretrained,1,12903227,"DAZY 1 chiếc băng đô rộng màu hồng, phong cách thanh lịch, dành cho sử dụng thường ngày",Trang phục > Phụ kiện phụ nữ > Phụ kiện tóc phụ nữ > Băng đô,shein,,
q014,ốp lưng màu hồng,C,pretrained,2,B07SS833K7,"Chăn Flannel Fleece Cỡ Queen Mùa Hè All Season 350GSM Nhẹ Nhàng Cho Giường Siêu Mềm Vải Brush Ấm Lạnh Sofa 90"" x 90"" (Burgundy Red Queen)",Nhà & Bếp > Giường ngủ > Chăn & Mền > Chăn giường,amazon,,
q014,ốp lưng màu hồng,C,pretrained,3,37647840,"1 chiếc vớ siêu mỏng màu sắc gợi cảm, bít tất màu kẹo trong suốt, chống móc, bodystocking thon gọn cho buổi hẹn hò",Đồ lót & Ngủ > Tất & Vớ nữ > Bít tất nữ,shein,,
q014,ốp lưng màu hồng,C,pretrained,4,27583299,"14 chiếc vòng tóc hồng cho tóc bím, vòng ngọc sao hình gấu nhỏ, phụ kiện tóc cho tóc và dreadlocks, dễ thương",Phụ kiện thời trang > Phụ kiện nữ > Phụ kiện tóc nữ > Kẹp tóc,shein,,
q014,ốp lưng màu hồng,C,pretrained,5,39962322,"Dây thắt lưng da thật dày kiểu Italian cho nam, chốt đồng thỏi cổ điển",Nam > Phụ kiện thời trang nam > Dây thắt lưng & Phụ kiện dây thắt lưng > Dây thắt lưng nam,shein,,
q015,đèn led màu trắng,C,pretrained,1,B0C73CBMKT,"Đầu đèn chiếu sáng rãnh LED 3 màu Kiểu H 10W Đầu đèn trần Spotlight Đèn trần trắng cho chiếu điểm, công việc, nghệ thuật, không nhấp nháy CRI90+ 6 chiếc",Công cụ & Cải thiện nhà > Đèn chiếu sáng & Quạt trần > Đèn trần > Đèn chiếu rãnh > Đầu đèn,amazon,,
q015,đèn led màu trắng,C,pretrained,2,B07V5LK5J3,"TWINSLUXES Đèn Năng Lượng Mặt Trời Đầu Cột Ngoài Trời - Đèn LED Chống Thấm cho Cột Gỗ 3.5x3.5/4x4/5x5, Bộ 4",Công Cụ & Cải Tiến Nhà Cửa > Đèn & Quạt Trần > Đèn Ngoài Trời > Đèn Đầu Cột,amazon,,
q015,đèn led màu trắng,C,pretrained,3,17983429,"JMEXSUSS 168FT 600 LED Đèn Giáng Sinh Chống Nước Ngoài Trời 8 Chế Độ Đèn Dây Trong Nhà Ánh Trắng ấm Đèn Cây Giáng Sinh Cắm Điện Dùng cho Phòng, Phòng ngủ, Đám cưới, Tiệc hội, Trang trí lễ hội",Công cụ & Cải thiện nhà > Đèn & Đèn chiếu sáng > Đèn trang trí > Đèn dây,shein,,
q015,đèn led màu trắng,C,pretrained,4,B0889KTLXJ,"SLEEKLIGHTING Đèn CFL E26 tiêu chuẩn 13Watt - Gói 3, 5000K ánh sáng trắng thuần khiết, 800 lumens (tương đương 65W đèn sợi) - Được chứng nhận UL",Dụng cụ & Cải thiện nhà > Đèn > Đèn huỳnh quang,amazon,,
q015,đèn led màu trắng,C,pretrained,5,40191523,"Quạt trần 30W với đèn LED E27, chức năng quay làm mát, điều khiển từ xa, cho trang trí phòng nhà",Dụng cụ & Cải thiện nhà > Đèn & Đèn bàn > Đèn trần & Quạt > Quạt trần,shein,,
q016,bluetooth chong on,D,pretrained,1,B09Q2R6FSP,"MusiBaby Bluetooth Speaker, Loa Phát Nhạc Tắm, Loa Chống Nước, Loa Di Động, Dual Pairing, Bluetooth 5.2, Âm Thanh Stereo, Bass Sâu, 1500 Phút Phát Nhạc cho Nhà, Du Lịch, Hồ Bơi, Quà Tặng",Điện tử > Âm thanh & Video Di động > Loa & Đế Di động > Loa Bluetooth Di động,amazon,,
q016,bluetooth chong on,D,pretrained,2,B08BKY3KVL,"BUGANI Loa Bluetooth Di động, Loa Bluetooth 40W Âm thanh Stereo, Loa Bluetooth Lớn 24H Phát Nhạc Hỗ trợ Thẻ TF/AUX, IPX6 Chống Nước cho Biển, Cắm Trại, Ngoài Trời và Trong Nhà",Điện tử > Âm thanh & Video Di động > Loa & Đế Di động > Loa Bluetooth Di động,amazon,,
q016,bluetooth chong on,D,pretrained,3,B0BK8QY1JB,"Tai nghe Bluetooth cho tài xế xe tải, không dây với AI giảm tiếng ồn môi trường & micrô tắt tiếng, thời gian nói lên tới 30h, phạm vi không dây 164ft, tai nghe over-ear Bluetooth cho PC, máy tính, Skype","Điện tử > Tai nghe, Earbuds & Phụ kiện > Tai nghe & Earbuds > Tai nghe On-Ear",amazon,,
q016,bluetooth chong on,D,pretrained,4,B0B1QQYMT2,"Volkano Wireless Bluetooth Speaker - Loa Bluetooth không dây, Loa di động, Boom Box nhỏ cho ngoài trời, 12W True Wireless Sound FM Radio/Đọc thẻ SD/USB/AUX, Driver 3 inch - Đen, Series Mamba",Điện tử > Âm thanh & Video di động > Loa & Dock di động > Loa Bluetooth di động,amazon,,
q016,bluetooth chong on,D,pretrained,5,B01J4C2O4Y,"Coleman Waterproof, Loa Bluetooth Hands-Free cho Smartphone - Đỏ",Điện tử > Âm thanh & Video di động > Loa & Đế di động > Loa Bluetooth di động,amazon,,
q017,giay the thao nam,D,pretrained,1,40744132,"10pcs Túi Quà Trong Suốt Có Tay Cầm, Dùng Cho Tiệc, Ngày Gia Đình, Kỷ Niệm, Sinh Nhật, Quà Ơn Lễ, Hộp Đựng Trang Sức, Ngăn Khoá Trang Sức Cho Phụ Nữ và Trẻ Gái, Đựng Tai Nghe, Dây Chuyền, Nhẫn và Phụ Kiện Đám Cưới; Cũng Thích Hợp Cho Trang Trí Nhà Cửa và Quà Cho Phù Dâu",Nhà & Đời sống > Lưu trữ & Tổ chức > Hộp Đựng Trang Sức & Ngăn Khoá > Đóng Gói Quà Trang Sức,shein,,
q017,giay the thao nam,D,pretrained,2,B078JXHTWR,"Ambesonne Màn Chắn Tắm Llama, Họa Tiết Tam Giác Trừu Tượng Alpaca Đen Trắng, Vải Vải Trang Trí Phòng Tắm Kèm Móc, 69"" W x 70"" L, Trắng Than","Nhà & Bếp > Phòng Tắm > Phụ Kiện Phòng Tắm > Màn Chắn Tắm, Móc & Lớp Lót > Bộ Màn Chắn Tắm",amazon,,
